"Identificador de URL";Nombre;Categorías;Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
shakira-plus;"Shakira Plus";"Fragancias > Parfum: Máxima persistencia (20-40% esencia), Fragancias > Cítricas / Hespérides: Limón\, bergamota";100,000.00;90,000.00;0.20;10.00;5.00;3.00;84;1000-0001;;SI;NO;"<p>Flor de perfume</p>";;;;;SI;;Femenino;Adulto;81,500.00
