picture_file;picture;Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Fásico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo;Imagen_url
131197_lb_garbois_1900_lheure_proust__epv_100ml_1_png.webp;;131197-lb-garbois-1900-lheure-proust--epv-100ml-1;lb garbois 1900 lheure proust ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/131197_lb_garbois_1900_lheure_proust__epv_100ml_1_png.webp
131225_OJAR_CIEL_DORAGE_PERFUM_OIL_20ML_1_png.webp;;131225-OJAR-CIEL-DORAGE-PERFUM-OIL-20ML-1;OJAR CIEL DORAGE PERFUM OIL 20ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/131225_OJAR_CIEL_DORAGE_PERFUM_OIL_20ML_1_png.webp
131228_OJAR_HALWA_KISS_PERFUM_OIL_ABS_20ML_1_png.webp;;131228-OJAR-HALWA-KISS-PERFUM-OIL-ABS-20ML-1;OJAR HALWA KISS PERFUM OIL ABS 20ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/131228_OJAR_HALWA_KISS_PERFUM_OIL_ABS_20ML_1_png.webp
131229_OJAR_INFUSION_VELOURS_PERFUM_OIL_ABS_20ML_1_png.webp;;131229-OJAR-INFUSION-VELOURS-PERFUM-OIL-ABS-20ML-1;OJAR INFUSION VELOURS PERFUM OIL ABS 20ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/131229_OJAR_INFUSION_VELOURS_PERFUM_OIL_ABS_20ML_1_png.webp
131230_OJAR_RED_REDEMPTION_PERFUM_OIL_ABS_20ML_1_png.webp;;131230-OJAR-RED-REDEMPTION-PERFUM-OIL-ABS-20ML-1;OJAR RED REDEMPTION PERFUM OIL ABS 20ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/131230_OJAR_RED_REDEMPTION_PERFUM_OIL_ABS_20ML_1_png.webp
131231_OJAR_ROUTES_NOMADES_PERFUM_OIL_ABS_20ML_1_png.webp;;131231-OJAR-ROUTES-NOMADES-PERFUM-OIL-ABS-20ML-1;OJAR ROUTES NOMADES PERFUM OIL ABS 20ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/131231_OJAR_ROUTES_NOMADES_PERFUM_OIL_ABS_20ML_1_png.webp
131243_OJAR_KASHMIR_PRINT_EPV_100ML_1_png.webp;;131243-OJAR-KASHMIR-PRINT-EPV-100ML-1;OJAR KASHMIR PRINT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/131243_OJAR_KASHMIR_PRINT_EPV_100ML_1_png.webp
132243_malbrum_here_come_the_son_30ml_1_png.webp;;132243-malbrum-here-come-the-son-30ml-1;malbrum here come the son 30ml 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/132243_malbrum_here_come_the_son_30ml_1_png.webp
132472_parfums_de_marly_delina_exclusif_epv_75ml_1_png.webp;;132472-parfums-de-marly-delina-exclusif-epv-75ml-1;parfums de marly delina exclusif;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/132472_parfums_de_marly_delina_exclusif_epv_75ml_1_png.webp
133053_MEMO_MARFA_OUD_EPV_75ML_1_png.webp;;133053-MEMO-MARFA-OUD-EPV-75ML-1;MEMO MARFA OUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/133053_MEMO_MARFA_OUD_EPV_75ML_1_png.webp
133263_IMAGINARY_AUTHORS_CAPE_HEARTACHE_EPV_50ML_1_2_png.webp;;133263-IMAGINARY-AUTHORS-CAPE-HEARTACHE-EPV-50ML-1-2;IMAGINARY AUTHORS CAPE HEARTACHE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/133263_IMAGINARY_AUTHORS_CAPE_HEARTACHE_EPV_50ML_1_2_png.webp
133267_imaginary_authors_every_storm_epv_50ml_1_png.webp;;133267-imaginary-authors-every-storm-epv-50ml-1;imaginary authors every storm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/133267_imaginary_authors_every_storm_epv_50ml_1_png.webp
133268_IMAGINARY_AUTHORS_SLOW_EXPLOSIONS_EPV_50ML_1_2_png.webp;;133268-IMAGINARY-AUTHORS-SLOW-EXPLOSIONS-EPV-50ML-1-2;IMAGINARY AUTHORS SLOW EXPLOSIONS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/133268_IMAGINARY_AUTHORS_SLOW_EXPLOSIONS_EPV_50ML_1_2_png.webp
133358_ESCENTRIC_MOLECULE_01_IRIS_ETV_100ML_1_png.webp;;133358-ESCENTRIC-MOLECULE-01-IRIS-ETV-100ML-1;ESCENTRIC MOLECULE 01 IRIS ETV 100ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/133358_ESCENTRIC_MOLECULE_01_IRIS_ETV_100ML_1_png.webp
133359_ESCENTRIC_MOLECULE_01_PATCH_ETV_100ML_1_png.webp;;133359-ESCENTRIC-MOLECULE-01-PATCH-ETV-100ML-1;ESCENTRIC MOLECULE 01 PATCH ETV 100ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/133359_ESCENTRIC_MOLECULE_01_PATCH_ETV_100ML_1_png.webp
133360_ESCENTRIC_MOLECULE_01_MANDA_ETV_100ML_1_png.webp;;133360-ESCENTRIC-MOLECULE-01-MANDA-ETV-100ML-1;ESCENTRIC MOLECULE 01 MANDA ETV 100ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/133360_ESCENTRIC_MOLECULE_01_MANDA_ETV_100ML_1_png.webp
133363_ESCENTRIC_MOLECULE_01_BTEA_ETV_100ML_1_png.webp;;133363-ESCENTRIC-MOLECULE-01-BTEA-ETV-100ML-1;ESCENTRIC MOLECULE 01 BTEA ETV 100ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/133363_ESCENTRIC_MOLECULE_01_BTEA_ETV_100ML_1_png.webp
133634_MONEGAL_SIESTA_EPV_50ML_1_png.webp;;133634-MONEGAL-SIESTA-EPV-50ML-1;MONEGAL SIESTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/133634_MONEGAL_SIESTA_EPV_50ML_1_png.webp
133982_FREDERIC_MALLE_NOIR_EPICES_EPV_100ML_1_1_png.webp;;133982-FREDERIC-MALLE-NOIR-EPICES-EPV-100ML-1-1;FREDERIC MALLE NOIR EPICES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/133982_FREDERIC_MALLE_NOIR_EPICES_EPV_100ML_1_1_png.webp
133984_FREDERIC_MALLE_EN_PASSANT_EPV_100ML_1_1_png.webp;;133984-FREDERIC-MALLE-EN-PASSANT-EPV-100ML-1-1;FREDERIC MALLE EN PASSANT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/133984_FREDERIC_MALLE_EN_PASSANT_EPV_100ML_1_1_png.webp
133990_FREDERIC_MALLE_EAU_MAGNOLIA_EPV_100ML_1_5_png.webp;;133990-FREDERIC-MALLE-EAU-MAGNOLIA-EPV-100ML-1-5;FREDERIC MALLE EAU MAGNOLIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/133990_FREDERIC_MALLE_EAU_MAGNOLIA_EPV_100ML_1_5_png.webp
133998_FREDERIC_MALLE_COL._INDELEBILE_EPV_50ML_1_2_png.webp;;133998-FREDERIC-MALLE-COL.-INDELEBILE-EPV-50ML-1-2;FREDERIC MALLE COL. INDELEBILE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/133998_FREDERIC_MALLE_COL._INDELEBILE_EPV_50ML_1_2_png.webp
134004_FREDERIC_MALLE_IRIS_POUDRE_EPV_100ML_1_2_png.webp;;134004-FREDERIC-MALLE-IRIS-POUDRE-EPV-100ML-1-2;FREDERIC MALLE IRIS POUDRE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134004_FREDERIC_MALLE_IRIS_POUDRE_EPV_100ML_1_2_png.webp
134010_FREDERIC_MALLE_VETIVER_EXTRAO_EPV_100ML_1_1_png.webp;;134010-FREDERIC-MALLE-VETIVER-EXTRAO-EPV-100ML-1-1;FREDERIC MALLE VETIVER EXTRAO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134010_FREDERIC_MALLE_VETIVER_EXTRAO_EPV_100ML_1_1_png.webp
134016_FREDERIC_MALLE_FRENCH_LOVER_EPV_100ML_1_1_png.webp;;134016-FREDERIC-MALLE-FRENCH-LOVER-EPV-100ML-1-1;FREDERIC MALLE FRENCH LOVER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134016_FREDERIC_MALLE_FRENCH_LOVER_EPV_100ML_1_1_png.webp
134021_FREDERIC_MALLE_PORTRAIT_LADY_EPV_50ML_1_1_png.webp;;134021-FREDERIC-MALLE-PORTRAIT-LADY-EPV-50ML-1-1;FREDERIC MALLE PORTRAIT LADY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134021_FREDERIC_MALLE_PORTRAIT_LADY_EPV_50ML_1_1_png.webp
134023_FREDERIC_MALLE_PROMISE_EPV_100ML_1_1_png.webp;;134023-FREDERIC-MALLE-PROMISE-EPV-100ML-1-1;FREDERIC MALLE PROMISE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134023_FREDERIC_MALLE_PROMISE_EPV_100ML_1_1_png.webp
134026_FREDERIC_MALLE_THE_MOON_100ML_1_1_png.webp;;134026-FREDERIC-MALLE-THE-MOON-100ML-1-1;FREDERIC MALLE THE MOON 100ML 1 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134026_FREDERIC_MALLE_THE_MOON_100ML_1_1_png.webp
134075_KILLIAN_KOLOGNE_SHIELD_OF_PROT_EPV_50ML_1_png.webp;;134075-KILLIAN-KOLOGNE-SHIELD-OF-PROT-EPV-50ML-1;KILLIAN KOLOGNE SHIELD OF PROT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134075_KILLIAN_KOLOGNE_SHIELD_OF_PROT_EPV_50ML_1_png.webp
134078_KILLIAN_SMOKING_HOT_EPV_50ML_1_png.webp;;134078-KILLIAN-SMOKING-HOT-EPV-50ML-1;KILLIAN SMOKING HOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134078_KILLIAN_SMOKING_HOT_EPV_50ML_1_png.webp
134079_KILLIAN_CAN_T_STOP_LOVING_YOU_EPV_50ML_1_png.webp;;134079-KILLIAN-CAN-T-STOP-LOVING-YOU-EPV-50ML-1;KILLIAN CAN T STOP LOVING YOU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134079_KILLIAN_CAN_T_STOP_LOVING_YOU_EPV_50ML_1_png.webp
134597_ATTAR_AL_HAS_WONDERFUL_TONKA_EPV_100ML_1_png.webp;;134597-ATTAR-AL-HAS-WONDERFUL-TONKA-EPV-100ML-1;ATTAR AL HAS WONDERFUL TONKA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134597_ATTAR_AL_HAS_WONDERFUL_TONKA_EPV_100ML_1_png.webp
134599_ATTAR_AL_HAS_YELLOW_SPLASH_EPV_100ML_1_png.webp;;134599-ATTAR-AL-HAS-YELLOW-SPLASH-EPV-100ML-1;ATTAR AL HAS YELLOW SPLASH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134599_ATTAR_AL_HAS_YELLOW_SPLASH_EPV_100ML_1_png.webp
134825_xerjoff_v_erba_pura_epv_50ml_1.png;;134825-xerjoff-v-erba-pura-epv-50ml-1;xerjoff v erba pura;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134825_xerjoff_v_erba_pura_epv_50ml_1.png
134902_XERJOFF_OUD_GAO_PARFUM_EPV_50ML_1_2_png.webp;;134902-XERJOFF-OUD-GAO-PARFUM-EPV-50ML-1-2;XERJOFF OUD GAO PARFUM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134902_XERJOFF_OUD_GAO_PARFUM_EPV_50ML_1_2_png.webp
134910_parfums_de_marly_oriana_epv_75ml_1_png.webp;;134910-parfums-de-marly-oriana-epv-75ml-1;parfums de marly oriana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134910_parfums_de_marly_oriana_epv_75ml_1_png.webp
134911_parfums_de_marly_meliora_epv_75ml_1_png.webp;;134911-parfums-de-marly-meliora-epv-75ml-1;parfums de marly meliora;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/134911_parfums_de_marly_meliora_epv_75ml_1_png.webp
135189_CARNER_SAL_Y_LIMON_EPV_100ML_1_png.webp;;135189-CARNER-SAL-Y-LIMON-EPV-100ML-1;CARNER SAL Y LIMON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/135189_CARNER_SAL_Y_LIMON_EPV_100ML_1_png.webp
135191_CARNER_SUPER_MOON_EPV_100ML_1_png.webp;;135191-CARNER-SUPER-MOON-EPV-100ML-1;CARNER SUPER MOON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/135191_CARNER_SUPER_MOON_EPV_100ML_1_png.webp
135438_FLORAIKU_SPRING_RIVER_EPV_50ML_10ML_1_png.webp;;135438-FLORAIKU-SPRING-RIVER-EPV-50ML-10ML-1;FLORAIKU SPRING RIVER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/135438_FLORAIKU_SPRING_RIVER_EPV_50ML_10ML_1_png.webp
135875_FREDERIC_MALLE_ACNE_STUDIOS_PARFUM_100ML_1_1_png.webp;;135875-FREDERIC-MALLE-ACNE-STUDIOS-PARFUM-100ML-1-1;FREDERIC MALLE ACNE STUDIOS PARFUM 100ML 1 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/135875_FREDERIC_MALLE_ACNE_STUDIOS_PARFUM_100ML_1_1_png.webp
137132_PARFUMS_DE_MARLY_PEGASUS_EPV_125ML_1_png.webp;;137132-PARFUMS-DE-MARLY-PEGASUS-EPV-125ML-1;PARFUMS DE MARLY PEGASUS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/137132_PARFUMS_DE_MARLY_PEGASUS_EPV_125ML_1_png.webp
137478_ex_nihilo_speed_legends_epv_100ml_1_png.webp;;137478-ex-nihilo-speed-legends-epv-100ml-1;ex nihilo speed legends;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/137478_ex_nihilo_speed_legends_epv_100ml_1_png.webp
138209_KILLIAN_BORN_TO_BE_UNFOR_EP_REFILL_100ML_1_png.webp;;138209-KILLIAN-BORN-TO-BE-UNFOR-EP-REFILL-100ML-1;KILLIAN BORN TO BE UNFOR EP REFILL 100ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/138209_KILLIAN_BORN_TO_BE_UNFOR_EP_REFILL_100ML_1_png.webp
138512_FLORAIKU_JUST_A_ROSE_EPV_100ML_1_2_png.webp;;138512-FLORAIKU-JUST-A-ROSE-EPV-100ML-1-2;FLORAIKU JUST A ROSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/138512_FLORAIKU_JUST_A_ROSE_EPV_100ML_1_2_png.webp
138515_FLORAIKU_ONE_UMBRELLA_FOR_TWO_EPV_100ML_1_1_png.webp;;138515-FLORAIKU-ONE-UMBRELLA-FOR-TWO-EPV-100ML-1-1;FLORAIKU ONE UMBRELLA FOR TWO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/138515_FLORAIKU_ONE_UMBRELLA_FOR_TWO_EPV_100ML_1_1_png.webp
138774_1-killian_old_fashioned_epv_100ml_png.webp;;138774-1-killian-old-fashioned-epv-100ml;1-killian old fashioned;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/138774_1-killian_old_fashioned_epv_100ml_png.webp
140410_ATTAR_AL_HAS_RADIANT_PERIDOT_EPV_100ML_1_png.webp;;140410-ATTAR-AL-HAS-RADIANT-PERIDOT-EPV-100ML-1;ATTAR AL HAS RADIANT PERIDOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/140410_ATTAR_AL_HAS_RADIANT_PERIDOT_EPV_100ML_1_png.webp
142626_montale_dallachai__epv_100ml_1_png.webp;;142626-montale-dallachai--epv-100ml-1;montale dallachai ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/142626_montale_dallachai__epv_100ml_1_png.webp
143150_1-REGALIEN_TURKUAZ_EXTRAIT_PARFUM_50ML_png.webp;;143150-1-REGALIEN-TURKUAZ-EXTRAIT-PARFUM-50ML;1-REGALIEN TURKUAZ EXTRAIT PARFUM 50ML;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/143150_1-REGALIEN_TURKUAZ_EXTRAIT_PARFUM_50ML_png.webp
143154_REGALIEN_SAH_EXTRAIT_PARFUM_50ML_1_png.webp;;143154-REGALIEN-SAH-EXTRAIT-PARFUM-50ML-1;REGALIEN SAH EXTRAIT PARFUM 50ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/143154_REGALIEN_SAH_EXTRAIT_PARFUM_50ML_1_png.webp
143157_REGALIEN_HATIR_EXTRAIT_PARFUM_50ML_1_png.webp;;143157-REGALIEN-HATIR-EXTRAIT-PARFUM-50ML-1;REGALIEN HATIR EXTRAIT PARFUM 50ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/143157_REGALIEN_HATIR_EXTRAIT_PARFUM_50ML_1_png.webp
143163_REGALIEN_CEREMONY_EXTRAIT_PARFUM_80ML_1_png.webp;;143163-REGALIEN-CEREMONY-EXTRAIT-PARFUM-80ML-1;REGALIEN CEREMONY EXTRAIT PARFUM 80ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/143163_REGALIEN_CEREMONY_EXTRAIT_PARFUM_80ML_1_png.webp
143166_REGALIEN_HAZZ_EXTRAIT_PARFUM_80ML_1_png.webp;;143166-REGALIEN-HAZZ-EXTRAIT-PARFUM-80ML-1;REGALIEN HAZZ EXTRAIT PARFUM 80ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/143166_REGALIEN_HAZZ_EXTRAIT_PARFUM_80ML_1_png.webp
143178_REGALIEN_EFIL_EXTRAIT_PARFUM_80ML_1_png.webp;;143178-REGALIEN-EFIL-EXTRAIT-PARFUM-80ML-1;REGALIEN EFIL EXTRAIT PARFUM 80ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/143178_REGALIEN_EFIL_EXTRAIT_PARFUM_80ML_1_png.webp
143272_EX_NIHILO_SPIKY_MUSE_EPV_100ML_1_1_png.webp;;143272-EX-NIHILO-SPIKY-MUSE-EPV-100ML-1-1;EX NIHILO SPIKY MUSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/143272_EX_NIHILO_SPIKY_MUSE_EPV_100ML_1_1_png.webp
143276_MANCERA_FIG_ME_UP_EPV_120ML_1_png.webp;;143276-MANCERA-FIG-ME-UP-EPV-120ML-1;MANCERA FIG ME UP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/143276_MANCERA_FIG_ME_UP_EPV_120ML_1_png.webp
143295_CLIVE_CHRISTIAN_CROW_TOWN___COUNTRY_50ML_1_png.webp;;143295-CLIVE-CHRISTIAN-CROW-TOWN---COUNTRY-50ML-1;CLIVE CHRISTIAN CROW TOWN   COUNTRY 50ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/143295_CLIVE_CHRISTIAN_CROW_TOWN___COUNTRY_50ML_1_png.webp
143851_GOUTAL_AMBRE_SAUVAGE_ABSOLU_EPV_100ML_1_png.webp;;143851-GOUTAL-AMBRE-SAUVAGE-ABSOLU-EPV-100ML-1;GOUTAL AMBRE SAUVAGE ABSOLU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/143851_GOUTAL_AMBRE_SAUVAGE_ABSOLU_EPV_100ML_1_png.webp
144156_ESSENTIAL_BOIS_IMPERIAL_EP_150ML_REFILL_1_png.webp;;144156-ESSENTIAL-BOIS-IMPERIAL-EP-150ML-REFILL-1;ESSENTIAL BOIS IMPERIAL EP 150ML REFILL 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/144156_ESSENTIAL_BOIS_IMPERIAL_EP_150ML_REFILL_1_png.webp
144200_M_A_BARROIS_B683_EPV_100ML_1_1_png.webp;;144200-M-A-BARROIS-B683-EPV-100ML-1-1;M A BARROIS B683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/144200_M_A_BARROIS_B683_EPV_100ML_1_1_png.webp
144212_M.A_BARROIS_ENCELADE_EPV_30ML_1_png.webp;;144212-M.A-BARROIS-ENCELADE-EPV-30ML-1;M.A BARROIS ENCELADE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/144212_M.A_BARROIS_ENCELADE_EPV_30ML_1_png.webp
144214_M_A_BARROIS_ALDEBARAN_EPV_30ML_1_png.webp;;144214-M-A-BARROIS-ALDEBARAN-EPV-30ML-1;M A BARROIS ALDEBARAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/144214_M_A_BARROIS_ALDEBARAN_EPV_30ML_1_png.webp
144216_M_A_BARROIS_GANYMEDE_EXTRAIT_50ML_1_png.webp;;144216-M-A-BARROIS-GANYMEDE-EXTRAIT-50ML-1;M A BARROIS GANYMEDE EXTRAIT 50ML 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/144216_M_A_BARROIS_GANYMEDE_EXTRAIT_50ML_1_png.webp
