picture_file;picture;Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Fásico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo;Imagen_url
Messe_de_Minuit_png.webp;;Messe-de-Minuit;de Minuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Messe_de_Minuit_png.webp
Miel-content.png;;Miel-content;Miel-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Miel-content.png
Millesime_Royal_Mayfair__png.webp;;Millesime-Royal-Mayfair-;Royal Mayfair ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Millesime_Royal_Mayfair__png.webp
Mille_Miglia_2_png.webp;;Mille-Miglia-2;Miglia 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Mille_Miglia_2_png.webp
Mint_Tonic_png.webp;;Mint-Tonic;Tonic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Mint_Tonic_png.webp
Mirra-content.png;;Mirra-content;Mirra-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Mirra-content.png
Mirto.png;;Mirto;Mirto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Mirto.png
Mississippi_Medicine_png.webp;;Mississippi-Medicine;Medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Mississippi_Medicine_png.webp
Molecule_01_png.webp;;Molecule-01;Molecule-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Molecule_01_png.webp
Montri_png.webp;;Montri;Montri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Montri_png.webp
Mon_Boudoir_Privee_png.webp;;Mon-Boudoir-Privee;Boudoir Privee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Mon_Boudoir_Privee_png.webp
Moonlight_Chiangmai_png.webp;;Moonlight-Chiangmai;Chiangmai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Moonlight_Chiangmai_png.webp
Moonlight_In_Heaven_png.webp;;Moonlight-In-Heaven;In Heaven;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Moonlight_In_Heaven_png.webp
Mukhallat_png.webp;;Mukhallat;Mukhallat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Mukhallat_png.webp
Musc_Pallas_png.webp;;Musc-Pallas;Pallas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Musc_Pallas_png.webp
Musgo-content.png;;Musgo-content;Musgo-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Musgo-content.png
Musgo-de-roble-content.png;;Musgo-de-roble-content;Musgo-de-roble-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Musgo-de-roble-content.png
Music_Christie_png.webp;;Music-Christie;Christie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Music_Christie_png.webp
Musk_Oud_png.webp;;Musk-Oud;Oud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Musk_Oud_png.webp
Musk_Therapy_Extrait_2_png.webp;;Musk-Therapy-Extrait-2;Therapy Extrait 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Musk_Therapy_Extrait_2_png.webp
Mykonos_png.webp;;Mykonos;Mykonos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Mykonos_png.webp
My_Magic_2_png.webp;;My-Magic-2;Magic 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/My_Magic_2_png.webp
Naranja-amarga-content.png;;Naranja-amarga-content;Naranja-amarga-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Naranja-amarga-content.png
Naranja-content.png;;Naranja-content;Naranja-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Naranja-content.png
Nata-montada.png.jpeg;;Nata-montada.jpeg;Nata-montada.jpeg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Nata-montada.png.jpeg
Naviglio_png.webp;;Naviglio;Naviglio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Naviglio_png.webp
Naxos_png.webp;;Naxos;Naxos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Naxos_png.webp
Neon_Lights_png.webp;;Neon-Lights;Lights;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Neon_Lights_png.webp
Nepal_Aoud_png.webp;;Nepal-Aoud;Aoud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Nepal_Aoud_png.webp
neroli-content.png;;neroli-content;neroli-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/neroli-content.png
Neroli_Botanica_png.webp;;Neroli-Botanica;Botanica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Neroli_Botanica_png.webp
Neroli_Cardamome_png.webp;;Neroli-Cardamome;Cardamome;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Neroli_Cardamome_png.webp
Neroli_png.webp;;Neroli;Neroli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Neroli_png.webp
Neroli_Sauvage__png.webp;;Neroli-Sauvage-;Sauvage ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Neroli_Sauvage__png.webp
Never-Ending_Summer_png.webp;;Never-Ending-Summer;Summer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Never-Ending_Summer_png.webp
Noa_Elixir_png.webp;;Noa-Elixir;Elixir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Noa_Elixir_png.webp
Noir_Patchouli_png.webp;;Noir-Patchouli;Patchouli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Noir_Patchouli_png.webp
Notas-florales.png;;Notas-florales;Notas-florales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Notas-florales.png
Notas-Marinas-content.png;;Notas-Marinas-content;Notas-Marinas-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Notas-Marinas-content.png
Notas-verdes-content.png;;Notas-verdes-content;Notas-verdes-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Notas-verdes-content.png
Note_de_Yuzu_png.webp;;Note-de-Yuzu;de Yuzu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Note_de_Yuzu_png.webp
No_Sleep_png.webp;;No-Sleep;Sleep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/No_Sleep_png.webp
Nudiflorum_png.webp;;Nudiflorum;Nudiflorum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Nudiflorum_png.webp
Nuez-moscada-content.png;;Nuez-moscada-content;Nuez-moscada-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Nuez-moscada-content.png
Nuit_Confidences_Women.png;;Nuit-Confidences-Women;Nuit-Confidences-Women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Nuit_Confidences_Women.png
Nuit_Des_Rois_png.webp;;Nuit-Des-Rois;Des Rois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Nuit_Des_Rois_png.webp
Nuit_de_Sable_png.webp;;Nuit-de-Sable;de Sable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Nuit_de_Sable_png.webp
N_mero_Uno_png.webp;;N-mero-Uno;mero Uno;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/N_mero_Uno_png.webp
Ocean_Leather_png.webp;;Ocean-Leather;Leather;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Ocean_Leather_png.webp
Octavian_png.webp;;Octavian;Octavian;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Octavian_png.webp
Of_The_Wild_png.webp;;Of-The-Wild;The Wild;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Of_The_Wild_png.webp
Old_Fashioned_png.webp;;Old-Fashioned;Fashioned;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Old_Fashioned_png.webp
Olibanvm_png.webp;;Olibanvm;Olibanvm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Olibanvm_png.webp
Ol__png.webp;;Ol-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Ol__png.webp
One_Umbrella_4Two_2_png.webp;;One-Umbrella-4Two-2;Umbrella 4Two 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/One_Umbrella_4Two_2_png.webp
On_A_Date_png.webp;;On-A-Date;A Date;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/On_A_Date_png.webp
Opus_Xiv_Royal_Tobacco_png.webp;;Opus-Xiv-Royal-Tobacco;Xiv Royal Tobacco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Opus_Xiv_Royal_Tobacco_png.webp
Opus_Xv_King_Blue_png.webp;;Opus-Xv-King-Blue;Xv King Blue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Opus_Xv_King_Blue_png.webp
Orange_Star_png.webp;;Orange-Star;Star;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Orange_Star_png.webp
Orange_X_Santal_png.webp;;Orange-X-Santal;X Santal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Orange_X_Santal_png.webp
Orchidee_Rouge_png.webp;;Orchidee-Rouge;Rouge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Orchidee_Rouge_png.webp
Oriento_png.webp;;Oriento;Oriento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Oriento_png.webp
Original_5_png.webp;;Original-5;Original-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Original_5_png.webp
Original_Santal__png.webp;;Original-Santal-;Santal ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Original_Santal__png.webp
Original_Vetiver__png.webp;;Original-Vetiver-;Vetiver ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Original_Vetiver__png.webp
Origino_png.webp;;Origino;Origino;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Origino_png.webp
Orza_png.webp;;Orza;Orza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Orza_png.webp
Or_de_Calambac_png.webp;;Or-de-Calambac;de Calambac;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Or_de_Calambac_png.webp
Osmanto-content.png;;Osmanto-content;Osmanto-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Osmanto-content.png
Other_Side_Of_Oud_png.webp;;Other-Side-Of-Oud;Side Of Oud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Other_Side_Of_Oud_png.webp
Oud-content.png;;Oud-content;Oud-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Oud-content.png
Oudyssee_png.webp;;Oudyssee;Oudyssee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Oudyssee_png.webp
Oud_Abramad_png.webp;;Oud-Abramad;Abramad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Oud_Abramad_png.webp
Oud_Alexandria_Ii_png.webp;;Oud-Alexandria-Ii;Alexandria Ii;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Oud_Alexandria_Ii_png.webp
Oud_Aquilaria_png.webp;;Oud-Aquilaria;Aquilaria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Oud_Aquilaria_png.webp
Oud_Edition_png.webp;;Oud-Edition;Edition;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Oud_Edition_png.webp
Oud_Fool_Rose_png.webp;;Oud-Fool-Rose;Fool Rose;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Oud_Fool_Rose_png.webp
Oud_For_Greatness_png.webp;;Oud-For-Greatness;For Greatness;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Oud_For_Greatness_png.webp
Oud_Pashmina.png;;Oud-Pashmina;Oud-Pashmina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Oud_Pashmina.png
Oud_Sapparot_png.webp;;Oud-Sapparot;Sapparot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Oud_Sapparot_png.webp
Oud_Save_The_King_png.webp;;Oud-Save-The-King;Save The King;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Oud_Save_The_King_png.webp
Oud_Save_The_Queen_png.webp;;Oud-Save-The-Queen;Save The Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Oud_Save_The_Queen_png.webp
Oud_Tabacco.png;;Oud-Tabacco;Oud-Tabacco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Oud_Tabacco.png
Overture_Man__png.webp;;Overture-Man-;Man ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Overture_Man__png.webp
O_Unknown__png.webp;;O-Unknown-;Unknown ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/O_Unknown__png.webp
Pachuli-content.png;;Pachuli-content;Pachuli-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Pachuli-content.png
Pachuli_Kozha_png.webp;;Pachuli-Kozha;Kozha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Pachuli_Kozha_png.webp
Palindrome_Ii_png.webp;;Palindrome-Ii;Ii;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Palindrome_Ii_png.webp
Palindrome_I_png.webp;;Palindrome-I;I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Palindrome_I_png.webp
Panettone_png.webp;;Panettone;Panettone;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Panettone_png.webp
Papilefiko_png.webp;;Papilefiko;Papilefiko;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Papilefiko_png.webp
Pardon__png.webp;;Pardon-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Pardon__png.webp
Par_Amour_Elle_png.webp;;Par-Amour-Elle;Amour Elle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Par_Amour_Elle_png.webp
Passion_Oud_png.webp;;Passion-Oud;Oud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Passion_Oud_png.webp
Pas_Ce_Soir_png.webp;;Pas-Ce-Soir;Ce Soir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Pas_Ce_Soir_png.webp
Patchouli_Sumatra_png.webp;;Patchouli-Sumatra;Sumatra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Patchouli_Sumatra_png.webp
Patchovly_png.webp;;Patchovly;Patchovly;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Patchovly_png.webp
Peonia-content.png;;Peonia-content;Peonia-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Peonia-content.png
Petite_Cherie_Parfum_png.webp;;Petite-Cherie-Parfum;Cherie Parfum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Petite_Cherie_Parfum_png.webp
Petite_Cherie_png.webp;;Petite-Cherie;Cherie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Petite_Cherie_png.webp
Phtaloblue_png.webp;;Phtaloblue;Phtaloblue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Phtaloblue_png.webp
Piazza_Affari_png.webp;;Piazza-Affari;Affari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Piazza_Affari_png.webp
Pimienta-content.png;;Pimienta-content;Pimienta-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Pimienta-content.png
Pimienta-negra-content.png;;Pimienta-negra-content;Pimienta-negra-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Pimienta-negra-content.png
Pimienta-Rosa-content.png;;Pimienta-Rosa-content;Pimienta-Rosa-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Pimienta-Rosa-content.png
Pino-content.png;;Pino-content;Pino-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Pino-content.png
Pistacho-content.png;;Pistacho-content;Pistacho-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Pistacho-content.png
Pivoine_Souveraine_png.webp;;Pivoine-Souveraine;Souveraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Pivoine_Souveraine_png.webp
Poggia_1_png.webp;;Poggia-1;Poggia-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Poggia_1_png.webp
Poivre_Noire_png.webp;;Poivre-Noire;Noire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Poivre_Noire_png.webp
Pomelo-content.png;;Pomelo-content;Pomelo-content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Pomelo-content.png
Power_Self_png.webp;;Power-Self;Self;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Power_Self_png.webp
Pretty_Fruity_png.webp;;Pretty-Fruity;Fruity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://wpwmcikdclulxuhpijri.supabase.co/storage/v1/object/public/perpel_images/perfumery_fragancias/Pretty_Fruity_png.webp
